Name,ContryCode,Team,Stage,Rank,Total Time,Gap,gap(s),Country
DEMPSTER Zakkari,AUS,BORA-ARGON 18,5,74,17h 36' 23'',+ 16' 57'',1017,Australia
COQUARD Bryan,FRA,TEAM EUROPCAR,5,75,17h 36' 43'',+ 17' 17'',1037,France
DENNIS Rohan,AUS,BMC RACING TEAM,5,76,17h 36' 47'',+ 17' 21'',1041,Australia
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",5,77,17h 36' 47'',+ 17' 21'',1041,France
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,5,78,17h 36' 57'',+ 17' 31'',1051,Netherlands
CURVERS Roy,NED,TEAM GIANT-ALPECIN,5,79,17h 37' 02'',+ 17' 36'',1056,Netherlands
LADAGNOUS Matthieu,FRA,FDJ,5,80,17h 37' 19'',+ 17' 53'',1073,France
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,5,81,17h 37' 29'',+ 18' 03'',1083,Spain
FARRAR Tyler,USA,MTN-QHUBEKA,5,82,17h 37' 30'',+ 18' 04'',1084,United States of America
RENSHAW Mark,AUS,ETIXX-QUICK STEP,5,83,17h 37' 49'',+ 18' 23'',1103,Australia
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,5,84,17h 38' 27'',+ 19' 01'',1141,Netherlands
BENNATI Daniele,ITA,TINKOFF-SAXO,5,85,17h 38' 49'',+ 19' 23'',1163,Italy
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,5,86,17h 39' 05'',+ 19' 39'',1179,Belgium
KRISTOFF Alexander,NOR,TEAM KATUSHA,5,87,17h 39' 28'',+ 20' 02'',1202,Norway
GAUDIN Damien,FRA,AG2R LA MONDIALE,5,88,17h 39' 32'',+ 20' 06'',1206,France
SCARPONI Michele,ITA,ASTANA PRO TEAM,5,89,17h 40' 02'',+ 20' 36'',1236,Italy
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,5,90,17h 40' 04'',+ 20' 38'',1238,Netherlands
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,5,91,17h 40' 08'',+ 20' 42'',1242,South Africa
VAUGRENARD Benoît,FRA,FDJ,5,92,17h 40' 17'',+ 20' 51'',1251,France
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,5,93,17h 40' 57'',+ 21' 31'',1291,Austria
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,5,94,17h 40' 58'',+ 21' 32'',1292,Denmark
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,95,17h 41' 51'',+ 22' 25'',1345,France
MACHADO Tiago,POR,TEAM KATUSHA,5,96,17h 42' 02'',+ 22' 36'',1356,Portugal
WESTRA Lieuwe,NED,ASTANA PRO TEAM,5,97,17h 42' 04'',+ 22' 38'',1358,Netherlands
KANGERT Tanel,EST,ASTANA PRO TEAM,5,98,17h 42' 08'',+ 22' 42'',1362,Estonia
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",5,99,17h 42' 12'',+ 22' 46'',1366,France
GENE Yohann,FRA,TEAM EUROPCAR,5,100,17h 42' 39'',+ 23' 13'',1393,France
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,5,101,17h 42' 42'',+ 23' 16'',1396,Italy
ROY Jérémy,FRA,FDJ,5,102,17h 43' 06'',+ 23' 40'',1420,France
PAUWELS Serge,BEL,MTN-QHUBEKA,5,103,17h 43' 16'',+ 23' 50'',1430,Belgium
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,5,104,17h 43' 28'',+ 24' 02'',1442,Canada
BARTA Jan,CZE,BORA-ARGON 18,5,105,17h 43' 30'',+ 24' 04'',1444,Czech Republic
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,5,106,17h 43' 58'',+ 24' 32'',1472,Portugal
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,107,17h 44' 02'',+ 24' 36'',1476,France
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,5,108,17h 44' 02'',+ 24' 36'',1476,Netherlands
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,5,109,17h 44' 39'',+ 25' 13'',1513,Netherlands
TULIK ANGÉLO,FRA,TEAM EUROPCAR,5,110,17h 44' 49'',+ 25' 23'',1523,France
ROWE Luke,GBR,TEAM SKY,5,111,17h 45' 04'',+ 25' 38'',1538,Great Britain
HUZARSKI Bartosz,POL,BORA-ARGON 18,5,112,17h 45' 06'',+ 25' 40'',1540,Poland
WELLENS Tim,BEL,LOTTO-SOUDAL,5,113,17h 45' 10'',+ 25' 44'',1544,Belgium
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,114,17h 45' 14'',+ 25' 48'',1548,France
GUARNIERI Jacopo,ITA,TEAM KATUSHA,5,115,17h 45' 45'',+ 26' 19'',1579,Italy
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,5,116,17h 46' 01'',+ 26' 35'',1595,Spain
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",5,117,17h 46' 03'',+ 26' 37'',1597,Spain
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,5,118,17h 46' 03'',+ 26' 37'',1597,Spain
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,5,119,17h 46' 07'',+ 26' 41'',1601,Germany
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,5,120,17h 46' 20'',+ 26' 54'',1614,Eritrea
RIBLON Christophe,FRA,AG2R LA MONDIALE,5,121,17h 46' 28'',+ 27' 02'',1622,France
CARUSO Damiano,ITA,BMC RACING TEAM,5,122,17h 46' 53'',+ 27' 27'',1647,Italy
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",5,123,17h 46' 55'',+ 27' 29'',1649,Spain
HOLLENSTEIN Reto,SUI,IAM CYCLING,5,124,17h 46' 58'',+ 27' 32'',1652,Switzerland
POZZATO Filippo,ITA,LAMPRE - MERIDA,5,125,17h 47' 14'',+ 27' 48'',1668,Italy
WYSS Marcel,SUI,IAM CYCLING,5,126,17h 47' 16'',+ 27' 50'',1670,Switzerland
BRÄNDLE Matthias,AUT,IAM CYCLING,5,127,17h 47' 19'',+ 27' 53'',1673,Austria
MAJKA Rafal,POL,TINKOFF-SAXO,5,128,17h 47' 21'',+ 27' 55'',1675,Poland
GASTAUER Ben,LUX,AG2R LA MONDIALE,5,129,17h 47' 45'',+ 28' 19'',1699,Luxembourg
SERPA SANTANDER José,COL,LAMPRE - MERIDA,5,130,17h 48' 16'',+ 28' 50'',1730,Colombia
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,131,17h 48' 21'',+ 28' 55'',1735,France
CLEMENT Stef,NED,IAM CYCLING,5,132,17h 49' 02'',+ 29' 36'',1776,Netherlands
KONIG Leopold,CZE,TEAM SKY,5,133,17h 49' 40'',+ 30' 14'',1814,Czech Republic
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,5,134,17h 50' 17'',+ 30' 51'',1851,France
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,135,17h 50' 30'',+ 31' 04'',1864,France
CHAVANEL Sébastien,FRA,FDJ,5,136,17h 50' 58'',+ 31' 32'',1892,France
TIMMER Albert,NED,TEAM GIANT-ALPECIN,5,137,17h 52' 13'',+ 32' 47'',1967,Netherlands
DURASEK Kristijan,CRO,LAMPRE - MERIDA,5,138,17h 52' 14'',+ 32' 48'',1968,Croatia
ERVITI OLLO Imanol,ESP,MOVISTAR TEAM,5,139,17h 52' 16'',+ 32' 50'',1970,Spain
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,5,140,17h 53' 18'',+ 33' 52'',2032,Netherlands
KENNAUGH Peter,GBR,TEAM SKY,5,141,17h 53' 19'',+ 33' 53'',2033,Great Britain
DURBRIDGE Luke,AUS,ORICA GREENEDGE,5,142,17h 53' 22'',+ 33' 56'',2036,Australia
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",5,143,17h 53' 28'',+ 34' 02'',2042,Belgium
ELMIGER Martin,SUI,IAM CYCLING,5,144,17h 53' 35'',+ 34' 09'',2049,Switzerland
GENIEZ Alexandre,FRA,FDJ,5,145,17h 54' 03'',+ 34' 37'',2077,France
POELS Wouter,NED,TEAM SKY,5,146,17h 54' 04'',+ 34' 38'',2078,Netherlands
CIMOLAI Davide,ITA,LAMPRE - MERIDA,5,147,17h 54' 07'',+ 34' 41'',2081,Italy
TOSATTO Matteo,ITA,TINKOFF-SAXO,5,148,17h 55' 03'',+ 35' 37'',2137,Italy
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,149,17h 55' 06'',+ 35' 40'',2140,France
BOOM Lars,NED,ASTANA PRO TEAM,5,150,17h 55' 45'',+ 36' 19'',2179,Netherlands
DIDIER Laurent,LUX,TREK FACTORY RACING,5,151,17h 56' 06'',+ 36' 40'',2200,Luxembourg
LANGEVELD Sebastian,NED,TEAM CANNONDALE-GARMIN,5,152,17h 56' 15'',+ 36' 49'',2209,Netherlands
PORTE Richie,AUS,TEAM SKY,5,153,17h 56' 31'',+ 37' 05'',2225,Australia
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,154,17h 56' 33'',+ 37' 07'',2227,France
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,5,155,17h 56' 44'',+ 37' 18'',2238,Belgium
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,5,156,17h 56' 52'',+ 37' 26'',2246,Kazakhstan
MEINTJES Louis,RSA,MTN-QHUBEKA,5,157,17h 57' 00'',+ 37' 34'',2254,South Africa
JUNGELS Bob,LUX,TREK FACTORY RACING,5,158,17h 57' 06'',+ 37' 40'',2260,Luxembourg
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,5,159,17h 57' 12'',+ 37' 46'',2266,Colombia
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,5,160,17h 57' 39'',+ 38' 13'',2293,Eritrea
BUCHMANN Emanuel,GER,BORA-ARGON 18,5,161,17h 58' 14'',+ 38' 48'',2328,Germany
CARUSO Gianpaolo,ITA,TEAM KATUSHA,5,162,17h 58' 32'',+ 39' 06'',2346,Italy
BASSO Ivan,ITA,TINKOFF-SAXO,5,163,17h 58' 54'',+ 39' 28'',2368,Italy
CUMMINGS Stephen,GBR,MTN-QHUBEKA,5,164,17h 59' 33'',+ 40' 07'',2407,Great Britain
BONO Matteo,ITA,LAMPRE - MERIDA,5,165,17h 59' 53'',+ 40' 27'',2427,Italy
COPPEL Jérôme,FRA,IAM CYCLING,5,166,18h 00' 10'',+ 40' 44'',2444,France
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,5,167,18h 00' 51'',+ 41' 25'',2485,Spain
DEVOLDER Stijn,BEL,TREK FACTORY RACING,5,168,18h 02' 02'',+ 42' 36'',2556,Belgium
ALBASINI Michael,SUI,ORICA GREENEDGE,5,169,18h 02' 28'',+ 43' 02'',2582,Switzerland
WEENING Pieter,NED,ORICA GREENEDGE,5,170,18h 02' 33'',+ 43' 07'',2587,Netherlands
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,5,171,18h 02' 56'',+ 43' 30'',2610,Spain
VALLS FERRI Rafael,ESP,LAMPRE - MERIDA,5,172,18h 03' 08'',+ 43' 42'',2622,Spain
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,5,173,18h 03' 33'',+ 44' 07'',2647,Colombia
BENNETT Sam,IRL,BORA-ARGON 18,5,174,18h 05' 00'',+ 45' 34'',2734,Ireland
PAOLINI Luca,ITA,TEAM KATUSHA,5,175,18h 05' 44'',+ 46' 18'',2778,Italy
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,5,176,18h 06' 03'',+ 46' 37'',2797,Portugal
HALLER Marco,AUT,TEAM KATUSHA,5,177,18h 06' 33'',+ 47' 07'',2827,Austria
VOECKLER Thomas,FRA,TEAM EUROPCAR,5,178,18h 06' 43'',+ 47' 17'',2837,France
TUFT Svein,CAN,ORICA GREENEDGE,5,179,18h 06' 57'',+ 47' 31'',2851,Canada
HENDERSON Gregory,NZL,LOTTO-SOUDAL,5,180,18h 07' 02'',+ 47' 36'',2856,New Zealand
DE GENDT Thomas,BEL,LOTTO-SOUDAL,5,181,18h 07' 14'',+ 47' 48'',2868,Belgium
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,5,182,18h 07' 32'',+ 48' 06'',2886,France
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,5,183,18h 07' 49'',+ 48' 23'',2903,France
VAN SUMMEREN Johan,BEL,AG2R LA MONDIALE,5,184,18h 08' 15'',+ 48' 49'',2929,Belgium
TEN DAM Laurens,NED,TEAM LOTTO NL - JUMBO,5,185,18h 09' 56'',+ 50' 30'',3030,Netherlands
DOWSETT Alex,GBR,MOVISTAR TEAM,5,186,18h 12' 23'',+ 52' 57'',3177,Great Britain
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",5,187,18h 13' 23'',+ 53' 57'',3237,France
HANSEN Adam,AUS,LOTTO-SOUDAL,5,188,18h 13' 46'',+ 54' 20'',3260,Australia
MATTHEWS Michael,AUS,ORICA GREENEDGE,5,189,18h 17' 39'',+ 58' 13'',3493,Australia
MARTIN Tony,GER,ETIXX-QUICK STEP,6,1,22h 13' 14'',0,0,Germany
FROOME Christopher,GBR,TEAM SKY,6,2,22h 13' 26'',+ 00' 12'',12,Great Britain
VAN GARDEREN Tejay,USA,BMC RACING TEAM,6,3,22h 13' 39'',+ 00' 25'',25,United States of America
SAGAN Peter,SVK,TINKOFF-SAXO,6,4,22h 13' 41'',+ 00' 27'',27,Slovakia
GALLOPIN Tony,FRA,LOTTO-SOUDAL,6,5,22h 13' 52'',+ 00' 38'',38,France
VAN AVERMAET Greg,BEL,BMC RACING TEAM,6,6,22h 13' 54'',+ 00' 40'',40,Belgium
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,6,7,22h 14' 00'',+ 00' 46'',46,Colombia
CONTADOR Alberto,ESP,TINKOFF-SAXO,6,8,22h 14' 02'',+ 00' 48'',48,Spain
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,6,9,22h 14' 18'',+ 01' 04'',64,Czech Republic
THOMAS Geraint,GBR,TEAM SKY,6,10,22h 14' 29'',+ 01' 15'',75,Great Britain
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,6,11,22h 14' 33'',+ 01' 19'',79,France
MOLLEMA Bauke,NED,TREK FACTORY RACING,6,12,22h 14' 58'',+ 01' 44'',104,Netherlands
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,6,13,22h 15' 04'',+ 01' 50'',110,Italy
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,6,14,22h 15' 05'',+ 01' 51'',111,Netherlands
KREUZIGER Roman,CZE,TINKOFF-SAXO,6,15,22h 15' 17'',+ 02' 03'',123,Czech Republic
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,6,16,22h 15' 17'',+ 02' 03'',123,Spain
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,6,17,22h 15' 22'',+ 02' 08'',128,Colombia
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,6,18,22h 15' 26'',+ 02' 12'',132,Spain
PÉRAUD Jean-Christophe,FRA,AG2R LA MONDIALE,6,19,22h 15' 33'',+ 02' 19'',139,France
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,6,20,22h 16' 05'',+ 02' 51'',171,United States of America
BARDET Romain,FRA,AG2R LA MONDIALE,6,21,22h 16' 20'',+ 03' 06'',186,France
BAKELANTS Jan,BEL,AG2R LA MONDIALE,6,22,22h 16' 50'',+ 03' 36'',216,Belgium
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,6,23,22h 17' 15'',+ 04' 01'',241,Denmark
FRANK Mathias,SUI,IAM CYCLING,6,24,22h 17' 21'',+ 04' 07'',247,Switzerland
COSTA Rui Alberto,POR,LAMPRE - MERIDA,6,25,22h 17' 24'',+ 04' 10'',250,Portugal
KOREN Kristijan,SLO,TEAM CANNONDALE-GARMIN,6,26,22h 17' 54'',+ 04' 40'',280,Slovenia
NERZ Dominik,GER,BORA-ARGON 18,6,27,22h 18' 00'',+ 04' 46'',286,Germany
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,6,28,22h 19' 12'',+ 05' 58'',358,France
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,6,29,22h 19' 29'',+ 06' 15'',375,Spain
PINOT Thibaut,FRA,FDJ,6,30,22h 19' 44'',+ 06' 30'',390,France
SANCHEZ Samuel,ESP,BMC RACING TEAM,6,31,22h 19' 44'',+ 06' 30'',390,Spain
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,6,32,22h 20' 53'',+ 07' 39'',459,Norway
MARTIN Daniel,IRL,TEAM CANNONDALE-GARMIN,6,33,22h 21' 06'',+ 07' 52'',472,Ireland
CHAVANEL Sylvain,FRA,IAM CYCLING,6,34,22h 21' 18'',+ 08' 04'',484,France
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,6,35,22h 21' 22'',+ 08' 08'',488,Spain
ROGERS Michael,AUS,TINKOFF-SAXO,6,36,22h 22' 13'',+ 08' 59'',539,Australia
BAK Lars,DEN,LOTTO-SOUDAL,6,37,22h 23' 07'',+ 09' 53'',593,Denmark
VOSS Paul,GER,BORA-ARGON 18,6,38,22h 23' 19'',+ 10' 05'',605,Germany
ROLLAND Pierre,FRA,TEAM EUROPCAR,6,39,22h 23' 28'',+ 10' 14'',614,France
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,6,40,22h 23' 31'',+ 10' 17'',617,Argentina
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,6,41,22h 23' 38'',+ 10' 24'',624,Colombia
KWIATKOWSKI Michal,POL,ETIXX-QUICK STEP,6,42,22h 24' 07'',+ 10' 53'',653,Poland
DE KORT Koen,NED,TEAM GIANT-ALPECIN,6,43,22h 24' 13'',+ 10' 59'',659,Netherlands
GOLAS Michal,POL,ETIXX-QUICK STEP,6,44,22h 24' 22'',+ 11' 08'',668,Poland
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,6,45,22h 24' 23'',+ 11' 09'',669,Netherlands
SCHÄR Michael,SUI,BMC RACING TEAM,6,46,22h 24' 50'',+ 11' 36'',696,Switzerland
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,6,47,22h 25' 13'',+ 11' 59'',719,Great Britain
YATES Simon,GBR,ORICA GREENEDGE,6,48,22h 25' 32'',+ 12' 18'',738,Great Britain
YATES Adam,GBR,ORICA GREENEDGE,6,49,22h 25' 50'',+ 12' 36'',756,Great Britain
MORABITO Steve,SUI,FDJ,6,50,22h 25' 56'',+ 12' 42'',762,Switzerland
SIEBERG Marcel,GER,LOTTO-SOUDAL,6,51,22h 25' 56'',+ 12' 42'',762,Germany
OSS Daniel,ITA,BMC RACING TEAM,6,52,22h 26' 02'',+ 12' 48'',768,Italy
DEGENKOLB John,GER,TEAM GIANT-ALPECIN,6,53,22h 26' 17'',+ 13' 03'',783,Germany
VERMOTE Julien,BEL,ETIXX-QUICK STEP,6,54,22h 26' 18'',+ 13' 04'',784,Belgium
CHEREL Mikael,FRA,AG2R LA MONDIALE,6,55,22h 26' 41'',+ 13' 27'',807,France
SICARD Romain,FRA,TEAM EUROPCAR,6,56,22h 26' 44'',+ 13' 30'',810,France
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",6,57,22h 26' 44'',+ 13' 30'',810,France
GRIVKO Andriy,UKR,ASTANA PRO TEAM,6,58,22h 26' 51'',+ 13' 37'',817,Ukraine
TAARAMÄE Rein,EST,ASTANA PRO TEAM,6,59,22h 27' 19'',+ 14' 05'',845,Estonia
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,6,60,22h 27' 34'',+ 14' 20'',860,South Africa
GREIPEL André,GER,LOTTO-SOUDAL,6,61,22h 27' 47'',+ 14' 33'',873,Germany
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,6,62,22h 27' 50'',+ 14' 36'',876,Germany
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,6,63,22h 28' 12'',+ 14' 58'',898,Lithuania
GAUTIER Cyril,FRA,TEAM EUROPCAR,6,64,22h 28' 36'',+ 15' 22'',922,France
WYSS Danilo,SUI,BMC RACING TEAM,6,65,22h 29' 00'',+ 15' 46'',946,Switzerland
RAST Gregory,SUI,TREK FACTORY RACING,6,66,22h 29' 26'',+ 16' 12'',972,Switzerland
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",6,67,22h 29' 38'',+ 16' 24'',984,France
DEMARE Arnaud,FRA,FDJ,6,68,22h 30' 02'',+ 16' 48'',1008,France
ROCHE Nicolas,IRL,TEAM SKY,6,69,22h 30' 08'',+ 16' 54'',1014,Ireland
DEMPSTER Zakkari,AUS,BORA-ARGON 18,6,70,22h 30' 11'',+ 16' 57'',1017,Australia
COQUARD Bryan,FRA,TEAM EUROPCAR,6,71,22h 30' 27'',+ 17' 13'',1033,France
QUINZIATO Manuel,ITA,BMC RACING TEAM,6,72,22h 30' 31'',+ 17' 17'',1037,Italy
DENNIS Rohan,AUS,BMC RACING TEAM,6,73,22h 30' 35'',+ 17' 21'',1041,Australia
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",6,74,22h 30' 35'',+ 17' 21'',1041,France
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,6,75,22h 30' 45'',+ 17' 31'',1051,Netherlands
CURVERS Roy,NED,TEAM GIANT-ALPECIN,6,76,22h 30' 50'',+ 17' 36'',1056,Netherlands
LADAGNOUS Matthieu,FRA,FDJ,6,77,22h 31' 07'',+ 17' 53'',1073,France
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,6,78,22h 31' 17'',+ 18' 03'',1083,Spain
RENSHAW Mark,AUS,ETIXX-QUICK STEP,6,79,22h 31' 37'',+ 18' 23'',1103,Australia
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,6,80,22h 32' 15'',+ 19' 01'',1141,Netherlands
BENNATI Daniele,ITA,TINKOFF-SAXO,6,81,22h 32' 37'',+ 19' 23'',1163,Italy
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,6,82,22h 32' 53'',+ 19' 39'',1179,Belgium
MALORI Adriano,ITA,MOVISTAR TEAM,6,83,22h 32' 54'',+ 19' 40'',1180,Italy
STANNARD Ian,GBR,TEAM SKY,6,84,22h 33' 04'',+ 19' 50'',1190,Great Britain
KRISTOFF Alexander,NOR,TEAM KATUSHA,6,85,22h 33' 16'',+ 20' 02'',1202,Norway
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,6,86,22h 33' 52'',+ 20' 38'',1238,Netherlands
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,6,87,22h 33' 56'',+ 20' 42'',1242,South Africa
VAUGRENARD Benoît,FRA,FDJ,6,88,22h 34' 05'',+ 20' 51'',1251,France
FARRAR Tyler,USA,MTN-QHUBEKA,6,89,22h 34' 22'',+ 21' 08'',1268,United States of America
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,6,90,22h 34' 46'',+ 21' 32'',1292,Denmark
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,6,91,22h 35' 28'',+ 22' 14'',1334,Australia
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,92,22h 35' 39'',+ 22' 25'',1345,France
MACHADO Tiago,POR,TEAM KATUSHA,6,93,22h 35' 50'',+ 22' 36'',1356,Portugal
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",6,94,22h 36' 00'',+ 22' 46'',1366,France
GAUDIN Damien,FRA,AG2R LA MONDIALE,6,95,22h 36' 24'',+ 23' 10'',1390,France
GENE Yohann,FRA,TEAM EUROPCAR,6,96,22h 36' 27'',+ 23' 13'',1393,France
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,6,97,22h 36' 30'',+ 23' 16'',1396,Italy
PAUWELS Serge,BEL,MTN-QHUBEKA,6,98,22h 37' 04'',+ 23' 50'',1430,Belgium
BARTA Jan,CZE,BORA-ARGON 18,6,99,22h 37' 18'',+ 24' 04'',1444,Czech Republic
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,6,100,22h 37' 46'',+ 24' 32'',1472,Portugal
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,6,101,22h 37' 49'',+ 24' 35'',1475,Austria
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,102,22h 37' 50'',+ 24' 36'',1476,France
TULIK ANGÉLO,FRA,TEAM EUROPCAR,6,103,22h 38' 37'',+ 25' 23'',1523,France
ROWE Luke,GBR,TEAM SKY,6,104,22h 38' 52'',+ 25' 38'',1538,Great Britain
HUZARSKI Bartosz,POL,BORA-ARGON 18,6,105,22h 38' 54'',+ 25' 40'',1540,Poland
WESTRA Lieuwe,NED,ASTANA PRO TEAM,6,106,22h 38' 56'',+ 25' 42'',1542,Netherlands
KANGERT Tanel,EST,ASTANA PRO TEAM,6,107,22h 39' 00'',+ 25' 46'',1546,Estonia
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,108,22h 39' 02'',+ 25' 48'',1548,France
GUARNIERI Jacopo,ITA,TEAM KATUSHA,6,109,22h 39' 33'',+ 26' 19'',1579,Italy
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,6,110,22h 39' 49'',+ 26' 35'',1595,Spain
SCARPONI Michele,ITA,ASTANA PRO TEAM,6,111,22h 39' 50'',+ 26' 36'',1596,Italy
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,6,112,22h 39' 51'',+ 26' 37'',1597,Spain
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,6,113,22h 39' 55'',+ 26' 41'',1601,Germany
ROY Jérémy,FRA,FDJ,6,114,22h 39' 58'',+ 26' 44'',1604,France
HOLLENSTEIN Reto,SUI,IAM CYCLING,6,115,22h 40' 46'',+ 27' 32'',1652,Switzerland
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,6,116,22h 40' 54'',+ 27' 40'',1660,Netherlands
POZZATO Filippo,ITA,LAMPRE - MERIDA,6,117,22h 41' 02'',+ 27' 48'',1668,Italy
BRÄNDLE Matthias,AUT,IAM CYCLING,6,118,22h 41' 07'',+ 27' 53'',1673,Austria
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,6,119,22h 41' 31'',+ 28' 17'',1697,Netherlands
GASTAUER Ben,LUX,AG2R LA MONDIALE,6,120,22h 41' 33'',+ 28' 19'',1699,Luxembourg
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,6,121,22h 41' 59'',+ 28' 45'',1725,Canada
WELLENS Tim,BEL,LOTTO-SOUDAL,6,122,22h 42' 02'',+ 28' 48'',1728,Belgium
SERPA SANTANDER José,COL,LAMPRE - MERIDA,6,123,22h 42' 04'',+ 28' 50'',1730,Colombia
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",6,124,22h 42' 55'',+ 29' 41'',1781,Spain
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,6,125,22h 43' 12'',+ 29' 58'',1798,Eritrea
RIBLON Christophe,FRA,AG2R LA MONDIALE,6,126,22h 43' 20'',+ 30' 06'',1806,France
