Name,Country,Team,Stage,Rank,Total Time,Gap,gap(s)
GREIPEL André,GER,LOTTO-SOUDAL,6,61,22h 27' 47'',+ 14' 33'',873
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,6,62,22h 27' 50'',+ 14' 36'',876
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,6,63,22h 28' 12'',+ 14' 58'',898
GAUTIER Cyril,FRA,TEAM EUROPCAR,6,64,22h 28' 36'',+ 15' 22'',922
WYSS Danilo,SUI,BMC RACING TEAM,6,65,22h 29' 00'',+ 15' 46'',946
RAST Gregory,SUI,TREK FACTORY RACING,6,66,22h 29' 26'',+ 16' 12'',972
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",6,67,22h 29' 38'',+ 16' 24'',984
DEMARE Arnaud,FRA,FDJ,6,68,22h 30' 02'',+ 16' 48'',1008
ROCHE Nicolas,IRL,TEAM SKY,6,69,22h 30' 08'',+ 16' 54'',1014
DEMPSTER Zakkari,AUS,BORA-ARGON 18,6,70,22h 30' 11'',+ 16' 57'',1017
COQUARD Bryan,FRA,TEAM EUROPCAR,6,71,22h 30' 27'',+ 17' 13'',1033
QUINZIATO Manuel,ITA,BMC RACING TEAM,6,72,22h 30' 31'',+ 17' 17'',1037
DENNIS Rohan,AUS,BMC RACING TEAM,6,73,22h 30' 35'',+ 17' 21'',1041
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",6,74,22h 30' 35'',+ 17' 21'',1041
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,6,75,22h 30' 45'',+ 17' 31'',1051
CURVERS Roy,NED,TEAM GIANT-ALPECIN,6,76,22h 30' 50'',+ 17' 36'',1056
LADAGNOUS Matthieu,FRA,FDJ,6,77,22h 31' 07'',+ 17' 53'',1073
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,6,78,22h 31' 17'',+ 18' 03'',1083
RENSHAW Mark,AUS,ETIXX-QUICK STEP,6,79,22h 31' 37'',+ 18' 23'',1103
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,6,80,22h 32' 15'',+ 19' 01'',1141
BENNATI Daniele,ITA,TINKOFF-SAXO,6,81,22h 32' 37'',+ 19' 23'',1163
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,6,82,22h 32' 53'',+ 19' 39'',1179
MALORI Adriano,ITA,MOVISTAR TEAM,6,83,22h 32' 54'',+ 19' 40'',1180
STANNARD Ian,GBR,TEAM SKY,6,84,22h 33' 04'',+ 19' 50'',1190
KRISTOFF Alexander,NOR,TEAM KATUSHA,6,85,22h 33' 16'',+ 20' 02'',1202
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,6,86,22h 33' 52'',+ 20' 38'',1238
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,6,87,22h 33' 56'',+ 20' 42'',1242
VAUGRENARD Benoît,FRA,FDJ,6,88,22h 34' 05'',+ 20' 51'',1251
FARRAR Tyler,USA,MTN-QHUBEKA,6,89,22h 34' 22'',+ 21' 08'',1268
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,6,90,22h 34' 46'',+ 21' 32'',1292
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,6,91,22h 35' 28'',+ 22' 14'',1334
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,92,22h 35' 39'',+ 22' 25'',1345
MACHADO Tiago,POR,TEAM KATUSHA,6,93,22h 35' 50'',+ 22' 36'',1356
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",6,94,22h 36' 00'',+ 22' 46'',1366
GAUDIN Damien,FRA,AG2R LA MONDIALE,6,95,22h 36' 24'',+ 23' 10'',1390
GENE Yohann,FRA,TEAM EUROPCAR,6,96,22h 36' 27'',+ 23' 13'',1393
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,6,97,22h 36' 30'',+ 23' 16'',1396
PAUWELS Serge,BEL,MTN-QHUBEKA,6,98,22h 37' 04'',+ 23' 50'',1430
BARTA Jan,CZE,BORA-ARGON 18,6,99,22h 37' 18'',+ 24' 04'',1444
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,6,100,22h 37' 46'',+ 24' 32'',1472
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,6,101,22h 37' 49'',+ 24' 35'',1475
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,102,22h 37' 50'',+ 24' 36'',1476
TULIK ANGÉLO,FRA,TEAM EUROPCAR,6,103,22h 38' 37'',+ 25' 23'',1523
ROWE Luke,GBR,TEAM SKY,6,104,22h 38' 52'',+ 25' 38'',1538
HUZARSKI Bartosz,POL,BORA-ARGON 18,6,105,22h 38' 54'',+ 25' 40'',1540
WESTRA Lieuwe,NED,ASTANA PRO TEAM,6,106,22h 38' 56'',+ 25' 42'',1542
KANGERT Tanel,EST,ASTANA PRO TEAM,6,107,22h 39' 00'',+ 25' 46'',1546
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,108,22h 39' 02'',+ 25' 48'',1548
GUARNIERI Jacopo,ITA,TEAM KATUSHA,6,109,22h 39' 33'',+ 26' 19'',1579
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,6,110,22h 39' 49'',+ 26' 35'',1595
SCARPONI Michele,ITA,ASTANA PRO TEAM,6,111,22h 39' 50'',+ 26' 36'',1596
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,6,112,22h 39' 51'',+ 26' 37'',1597
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,6,113,22h 39' 55'',+ 26' 41'',1601
ROY Jérémy,FRA,FDJ,6,114,22h 39' 58'',+ 26' 44'',1604
HOLLENSTEIN Reto,SUI,IAM CYCLING,6,115,22h 40' 46'',+ 27' 32'',1652
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,6,116,22h 40' 54'',+ 27' 40'',1660
POZZATO Filippo,ITA,LAMPRE - MERIDA,6,117,22h 41' 02'',+ 27' 48'',1668
BRÄNDLE Matthias,AUT,IAM CYCLING,6,118,22h 41' 07'',+ 27' 53'',1673
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,6,119,22h 41' 31'',+ 28' 17'',1697
GASTAUER Ben,LUX,AG2R LA MONDIALE,6,120,22h 41' 33'',+ 28' 19'',1699
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,6,121,22h 41' 59'',+ 28' 45'',1725
WELLENS Tim,BEL,LOTTO-SOUDAL,6,122,22h 42' 02'',+ 28' 48'',1728
SERPA SANTANDER José,COL,LAMPRE - MERIDA,6,123,22h 42' 04'',+ 28' 50'',1730
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",6,124,22h 42' 55'',+ 29' 41'',1781
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,6,125,22h 43' 12'',+ 29' 58'',1798
RIBLON Christophe,FRA,AG2R LA MONDIALE,6,126,22h 43' 20'',+ 30' 06'',1806
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",6,127,22h 43' 47'',+ 30' 33'',1833
CARUSO Damiano,ITA,BMC RACING TEAM,6,128,22h 43' 59'',+ 30' 45'',1845
WYSS Marcel,SUI,IAM CYCLING,6,129,22h 44' 08'',+ 30' 54'',1854
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,130,22h 44' 18'',+ 31' 04'',1864
MAJKA Rafal,POL,TINKOFF-SAXO,6,131,22h 44' 27'',+ 31' 13'',1873
CHAVANEL Sébastien,FRA,FDJ,6,132,22h 44' 46'',+ 31' 32'',1892
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,133,22h 45' 13'',+ 31' 59'',1919
CLEMENT Stef,NED,IAM CYCLING,6,134,22h 45' 54'',+ 32' 40'',1960
DURASEK Kristijan,CRO,LAMPRE - MERIDA,6,135,22h 46' 02'',+ 32' 48'',1968
KONIG Leopold,CZE,TEAM SKY,6,136,22h 46' 54'',+ 33' 40'',2020
DURBRIDGE Luke,AUS,ORICA GREENEDGE,6,137,22h 47' 10'',+ 33' 56'',2036
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",6,138,22h 47' 16'',+ 34' 02'',2042
ELMIGER Martin,SUI,IAM CYCLING,6,139,22h 47' 23'',+ 34' 09'',2049
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,6,140,22h 47' 23'',+ 34' 09'',2049
POELS Wouter,NED,TEAM SKY,6,141,22h 47' 52'',+ 34' 38'',2078
CIMOLAI Davide,ITA,LAMPRE - MERIDA,6,142,22h 47' 55'',+ 34' 41'',2081
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,143,22h 48' 54'',+ 35' 40'',2140
TIMMER Albert,NED,TEAM GIANT-ALPECIN,6,144,22h 49' 05'',+ 35' 51'',2151
ERVITI OLLO Imanol,ESP,MOVISTAR TEAM,6,145,22h 49' 22'',+ 36' 08'',2168
LANGEVELD Sebastian,NED,TEAM CANNONDALE-GARMIN,6,146,22h 50' 03'',+ 36' 49'',2209
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,6,147,22h 50' 10'',+ 36' 56'',2216
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,148,22h 50' 21'',+ 37' 07'',2227
KENNAUGH Peter,GBR,TEAM SKY,6,149,22h 50' 25'',+ 37' 11'',2231
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,6,150,22h 50' 32'',+ 37' 18'',2238
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,6,151,22h 50' 40'',+ 37' 26'',2246
GENIEZ Alexandre,FRA,FDJ,6,152,22h 50' 55'',+ 37' 41'',2261
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,6,153,22h 51' 00'',+ 37' 46'',2266
TOSATTO Matteo,ITA,TINKOFF-SAXO,6,154,22h 51' 55'',+ 38' 41'',2321
CARUSO Gianpaolo,ITA,TEAM KATUSHA,6,155,22h 52' 20'',+ 39' 06'',2346
DIDIER Laurent,LUX,TREK FACTORY RACING,6,156,22h 52' 58'',+ 39' 44'',2384
BOOM Lars,NED,ASTANA PRO TEAM,6,157,22h 53' 11'',+ 39' 57'',2397
PORTE Richie,AUS,TEAM SKY,6,158,22h 53' 37'',+ 40' 23'',2423
JUNGELS Bob,LUX,TREK FACTORY RACING,6,159,22h 53' 58'',+ 40' 44'',2444
COPPEL Jérôme,FRA,IAM CYCLING,6,160,22h 53' 58'',+ 40' 44'',2444
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,6,161,22h 54' 31'',+ 41' 17'',2477
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,6,162,22h 54' 39'',+ 41' 25'',2485
BUCHMANN Emanuel,GER,BORA-ARGON 18,6,163,22h 55' 06'',+ 41' 52'',2512
MEINTJES Louis,RSA,MTN-QHUBEKA,6,164,22h 55' 31'',+ 42' 17'',2537
CUMMINGS Stephen,GBR,MTN-QHUBEKA,6,165,22h 56' 25'',+ 43' 11'',2591
BONO Matteo,ITA,LAMPRE - MERIDA,6,166,22h 56' 45'',+ 43' 31'',2611
BASSO Ivan,ITA,TINKOFF-SAXO,6,167,22h 57' 25'',+ 44' 11'',2651
DEVOLDER Stijn,BEL,TREK FACTORY RACING,6,168,22h 58' 54'',+ 45' 40'',2740
PAOLINI Luca,ITA,TEAM KATUSHA,6,169,22h 59' 32'',+ 46' 18'',2778
WEENING Pieter,NED,ORICA GREENEDGE,6,170,22h 59' 39'',+ 46' 25'',2785
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,6,171,22h 59' 48'',+ 46' 34'',2794
VALLS FERRI Rafael,ESP,LAMPRE - MERIDA,6,172,23h 00' 00'',+ 46' 46'',2806
HALLER Marco,AUT,TEAM KATUSHA,6,173,23h 00' 21'',+ 47' 07'',2827
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,6,174,23h 00' 39'',+ 47' 25'',2845
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,6,175,23h 01' 20'',+ 48' 06'',2886
BENNETT Sam,IRL,BORA-ARGON 18,6,176,23h 02' 06'',+ 48' 52'',2932
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,6,177,23h 02' 55'',+ 49' 41'',2981
VOECKLER Thomas,FRA,TEAM EUROPCAR,6,178,23h 03' 49'',+ 50' 35'',3035
TUFT Svein,CAN,ORICA GREENEDGE,6,179,23h 04' 03'',+ 50' 49'',3049
HENDERSON Gregory,NZL,LOTTO-SOUDAL,6,180,23h 04' 08'',+ 50' 54'',3054
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,6,181,23h 04' 41'',+ 51' 27'',3087
VAN SUMMEREN Johan,BEL,AG2R LA MONDIALE,6,182,23h 05' 21'',+ 52' 07'',3127
DE GENDT Thomas,BEL,LOTTO-SOUDAL,6,183,23h 05' 45'',+ 52' 31'',3151
TEN DAM Laurens,NED,TEAM LOTTO NL - JUMBO,6,184,23h 07' 02'',+ 53' 48'',3228
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",6,185,23h 10' 15'',+ 57' 01'',3421
HANSEN Adam,AUS,LOTTO-SOUDAL,6,186,23h 10' 38'',+ 57' 24'',3444
DOWSETT Alex,GBR,MOVISTAR TEAM,6,187,23h 10' 46'',+ 57' 32'',3452
MATTHEWS Michael,AUS,ORICA GREENEDGE,6,188,23h 14' 45'',+ 01h 01' 31'',3691
FROOME Christopher,GBR,TEAM SKY,7,1,26h 40' 51'',,0
SAGAN Peter,SVK,TINKOFF-SAXO,7,2,26h 41' 02'',+ 00' 11'',11
VAN GARDEREN Tejay,USA,BMC RACING TEAM,7,3,26h 41' 04'',+ 00' 13'',13
GALLOPIN Tony,FRA,LOTTO-SOUDAL,7,4,26h 41' 17'',+ 00' 26'',26
VAN AVERMAET Greg,BEL,BMC RACING TEAM,7,5,26h 41' 19'',+ 00' 28'',28
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,7,6,26h 41' 25'',+ 00' 34'',34
CONTADOR Alberto,ESP,TINKOFF-SAXO,7,7,26h 41' 27'',+ 00' 36'',36
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,7,8,26h 41' 43'',+ 00' 52'',52
THOMAS Geraint,GBR,TEAM SKY,7,9,26h 41' 54'',+ 01' 03'',63
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,7,10,26h 41' 58'',+ 01' 07'',67
MOLLEMA Bauke,NED,TREK FACTORY RACING,7,11,26h 42' 23'',+ 01' 32'',92
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,7,12,26h 42' 29'',+ 01' 38'',98
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,7,13,26h 42' 30'',+ 01' 39'',99
KREUZIGER Roman,CZE,TINKOFF-SAXO,7,14,26h 42' 42'',+ 01' 51'',111
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,7,15,26h 42' 42'',+ 01' 51'',111
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,7,16,26h 42' 47'',+ 01' 56'',116
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,7,17,26h 42' 51'',+ 02' 00'',120
PÉRAUD Jean-Christophe,FRA,AG2R LA MONDIALE,7,18,26h 42' 58'',+ 02' 07'',127
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,7,19,26h 43' 30'',+ 02' 39'',159
BARDET Romain,FRA,AG2R LA MONDIALE,7,20,26h 43' 45'',+ 02' 54'',174
BAKELANTS Jan,BEL,AG2R LA MONDIALE,7,21,26h 44' 15'',+ 03' 24'',204
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,7,22,26h 44' 40'',+ 03' 49'',229
FRANK Mathias,SUI,IAM CYCLING,7,23,26h 44' 46'',+ 03' 55'',235
COSTA Rui Alberto,POR,LAMPRE - MERIDA,7,24,26h 44' 49'',+ 03' 58'',238
KOREN Kristijan,SLO,TEAM CANNONDALE-GARMIN,7,25,26h 45' 19'',+ 04' 28'',268
NERZ Dominik,GER,BORA-ARGON 18,7,26,26h 45' 25'',+ 04' 34'',274
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,7,27,26h 46' 37'',+ 05' 46'',346
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,7,28,26h 46' 54'',+ 06' 03'',363
PINOT Thibaut,FRA,FDJ,7,29,26h 47' 09'',+ 06' 18'',378
SANCHEZ Samuel,ESP,BMC RACING TEAM,7,30,26h 47' 09'',+ 06' 18'',378
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,7,31,26h 48' 18'',+ 07' 27'',447
CHAVANEL Sylvain,FRA,IAM CYCLING,7,32,26h 48' 43'',+ 07' 52'',472
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,7,33,26h 48' 47'',+ 07' 56'',476
MARTIN Daniel,IRL,TEAM CANNONDALE-GARMIN,7,34,26h 48' 55'',+ 08' 04'',484
BAK Lars,DEN,LOTTO-SOUDAL,7,35,26h 50' 32'',+ 09' 41'',581
ROGERS Michael,AUS,TINKOFF-SAXO,7,36,26h 50' 33'',+ 09' 42'',582
VOSS Paul,GER,BORA-ARGON 18,7,37,26h 50' 44'',+ 09' 53'',593
ROLLAND Pierre,FRA,TEAM EUROPCAR,7,38,26h 50' 53'',+ 10' 02'',602
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,7,39,26h 50' 56'',+ 10' 05'',605
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,7,40,26h 51' 03'',+ 10' 12'',612
DE KORT Koen,NED,TEAM GIANT-ALPECIN,7,41,26h 51' 38'',+ 10' 47'',647
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,7,42,26h 51' 48'',+ 10' 57'',657
KWIATKOWSKI Michal,POL,ETIXX-QUICK STEP,7,43,26h 52' 27'',+ 11' 36'',696
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,7,44,26h 52' 28'',+ 11' 37'',697
SCHÄR Michael,SUI,BMC RACING TEAM,7,45,26h 52' 39'',+ 11' 48'',708
GOLAS Michal,POL,ETIXX-QUICK STEP,7,46,26h 52' 42'',+ 11' 51'',711
OSS Daniel,ITA,BMC RACING TEAM,7,47,26h 53' 27'',+ 12' 36'',756
YATES Adam,GBR,ORICA GREENEDGE,7,48,26h 53' 39'',+ 12' 48'',768
DEGENKOLB John,GER,TEAM GIANT-ALPECIN,7,49,26h 53' 42'',+ 12' 51'',771
MORABITO Steve,SUI,FDJ,7,50,26h 53' 45'',+ 12' 54'',774
SIEBERG Marcel,GER,LOTTO-SOUDAL,7,51,26h 54' 04'',+ 13' 13'',793
CHEREL Mikael,FRA,AG2R LA MONDIALE,7,52,26h 54' 06'',+ 13' 15'',795
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",7,53,26h 54' 09'',+ 13' 18'',798
GRIVKO Andriy,UKR,ASTANA PRO TEAM,7,54,26h 54' 16'',+ 13' 25'',805
YATES Simon,GBR,ORICA GREENEDGE,7,55,26h 54' 23'',+ 13' 32'',812
SICARD Romain,FRA,TEAM EUROPCAR,7,56,26h 54' 33'',+ 13' 42'',822
VERMOTE Julien,BEL,ETIXX-QUICK STEP,7,57,26h 54' 38'',+ 13' 47'',827
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,7,58,26h 54' 59'',+ 14' 08'',848
GREIPEL André,GER,LOTTO-SOUDAL,7,59,26h 55' 06'',+ 14' 15'',855
TAARAMÄE Rein,EST,ASTANA PRO TEAM,7,60,26h 55' 08'',+ 14' 17'',857
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,7,61,26h 55' 37'',+ 14' 46'',886
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,7,62,26h 55' 39'',+ 14' 48'',888
GAUTIER Cyril,FRA,TEAM EUROPCAR,7,63,26h 56' 01'',+ 15' 10'',910
WYSS Danilo,SUI,BMC RACING TEAM,7,64,26h 56' 49'',+ 15' 58'',958
RAST Gregory,SUI,TREK FACTORY RACING,7,65,26h 56' 51'',+ 16' 00'',960
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",7,66,26h 57' 03'',+ 16' 12'',972
DEMARE Arnaud,FRA,FDJ,7,67,26h 57' 27'',+ 16' 36'',996
COQUARD Bryan,FRA,TEAM EUROPCAR,7,68,26h 57' 52'',+ 17' 01'',1021
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",7,69,26h 58' 00'',+ 17' 09'',1029
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,7,70,26h 58' 10'',+ 17' 19'',1039
DEMPSTER Zakkari,AUS,BORA-ARGON 18,7,71,26h 58' 11'',+ 17' 20'',1040
CURVERS Roy,NED,TEAM GIANT-ALPECIN,7,72,26h 58' 15'',+ 17' 24'',1044
ROCHE Nicolas,IRL,TEAM SKY,7,73,26h 58' 28'',+ 17' 37'',1057
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,7,74,26h 58' 42'',+ 17' 51'',1071
LADAGNOUS Matthieu,FRA,FDJ,7,75,26h 58' 56'',+ 18' 05'',1085
RENSHAW Mark,AUS,ETIXX-QUICK STEP,7,76,26h 59' 02'',+ 18' 11'',1091
QUINZIATO Manuel,ITA,BMC RACING TEAM,7,77,26h 59' 24'',+ 18' 33'',1113
DENNIS Rohan,AUS,BMC RACING TEAM,7,78,26h 59' 33'',+ 18' 42'',1122
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,7,79,26h 59' 40'',+ 18' 49'',1129
BENNATI Daniele,ITA,TINKOFF-SAXO,7,80,27h 00' 02'',+ 19' 11'',1151
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,7,81,27h 00' 18'',+ 19' 27'',1167
KRISTOFF Alexander,NOR,TEAM KATUSHA,7,82,27h 00' 41'',+ 19' 50'',1190
MALORI Adriano,ITA,MOVISTAR TEAM,7,83,27h 00' 43'',+ 19' 52'',1192
STANNARD Ian,GBR,TEAM SKY,7,84,27h 00' 53'',+ 20' 02'',1202
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,7,85,27h 01' 21'',+ 20' 30'',1230
VAUGRENARD Benoît,FRA,FDJ,7,86,27h 01' 30'',+ 20' 39'',1239
FARRAR Tyler,USA,MTN-QHUBEKA,7,87,27h 01' 47'',+ 20' 56'',1256
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,7,88,27h 02' 11'',+ 21' 20'',1280
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,7,89,27h 02' 12'',+ 21' 21'',1281
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,7,90,27h 03' 04'',+ 22' 13'',1333
MACHADO Tiago,POR,TEAM KATUSHA,7,91,27h 03' 15'',+ 22' 24'',1344
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",7,92,27h 03' 25'',+ 22' 34'',1354
GENE Yohann,FRA,TEAM EUROPCAR,7,93,27h 03' 52'',+ 23' 01'',1381
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,7,94,27h 03' 55'',+ 23' 04'',1384
PAUWELS Serge,BEL,MTN-QHUBEKA,7,95,27h 04' 29'',+ 23' 38'',1418
GAUDIN Damien,FRA,AG2R LA MONDIALE,7,96,27h 04' 44'',+ 23' 53'',1433
BARTA Jan,CZE,BORA-ARGON 18,7,97,27h 05' 07'',+ 24' 16'',1456
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,7,98,27h 05' 11'',+ 24' 20'',1460
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,7,99,27h 05' 15'',+ 24' 24'',1464
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,7,100,27h 05' 38'',+ 24' 47'',1487
TULIK ANGÉLO,FRA,TEAM EUROPCAR,7,101,27h 06' 02'',+ 25' 11'',1511
HUZARSKI Bartosz,POL,BORA-ARGON 18,7,102,27h 06' 43'',+ 25' 52'',1552
KANGERT Tanel,EST,ASTANA PRO TEAM,7,103,27h 06' 49'',+ 25' 58'',1558
GUARNIERI Jacopo,ITA,TEAM KATUSHA,7,104,27h 06' 58'',+ 26' 07'',1567
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,7,105,27h 07' 14'',+ 26' 23'',1583
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,7,106,27h 07' 16'',+ 26' 25'',1585
WESTRA Lieuwe,NED,ASTANA PRO TEAM,7,107,27h 07' 16'',+ 26' 25'',1585
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,7,108,27h 07' 20'',+ 26' 29'',1589
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,7,109,27h 07' 22'',+ 26' 31'',1591
ROY Jérémy,FRA,FDJ,7,110,27h 07' 23'',+ 26' 32'',1592
ROWE Luke,GBR,TEAM SKY,7,111,27h 07' 47'',+ 26' 56'',1616
SCARPONI Michele,ITA,ASTANA PRO TEAM,7,112,27h 08' 10'',+ 27' 19'',1639
HOLLENSTEIN Reto,SUI,IAM CYCLING,7,113,27h 08' 11'',+ 27' 20'',1640
POZZATO Filippo,ITA,LAMPRE - MERIDA,7,114,27h 08' 27'',+ 27' 36'',1656
BRÄNDLE Matthias,AUT,IAM CYCLING,7,115,27h 08' 32'',+ 27' 41'',1661
GASTAUER Ben,LUX,AG2R LA MONDIALE,7,116,27h 08' 58'',+ 28' 07'',1687
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,7,117,27h 09' 05'',+ 28' 14'',1694
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,7,118,27h 09' 14'',+ 28' 23'',1703
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,7,119,27h 09' 20'',+ 28' 29'',1709
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,7,120,27h 10' 19'',+ 29' 28'',1768
WELLENS Tim,BEL,LOTTO-SOUDAL,7,121,27h 10' 22'',+ 29' 31'',1771
SERPA SANTANDER José,COL,LAMPRE - MERIDA,7,122,27h 10' 24'',+ 29' 33'',1773
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",7,123,27h 11' 15'',+ 30' 24'',1824
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,7,124,27h 11' 32'',+ 30' 41'',1841
RIBLON Christophe,FRA,AG2R LA MONDIALE,7,125,27h 11' 40'',+ 30' 49'',1849
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,7,126,27h 11' 43'',+ 30' 52'',1852
CARUSO Damiano,ITA,BMC RACING TEAM,7,127,27h 11' 48'',+ 30' 57'',1857
WYSS Marcel,SUI,IAM CYCLING,7,128,27h 11' 57'',+ 31' 06'',1866
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",7,129,27h 12' 07'',+ 31' 16'',1876
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,7,130,27h 13' 02'',+ 32' 11'',1931
CHAVANEL Sébastien,FRA,FDJ,7,131,27h 13' 02'',+ 32' 11'',1931
MAJKA Rafal,POL,TINKOFF-SAXO,7,132,27h 13' 37'',+ 32' 46'',1966
CLEMENT Stef,NED,IAM CYCLING,7,133,27h 13' 43'',+ 32' 52'',1972
